https://ria.ru/20230408/shymkent-1863994149.html?rcmd_alg=slotter,18:59 08.04.2023,Автобус без водителя наехал на пешеходов в Шымкенте,"АЛМА-АТА, 8 апр - РИА Новости. Автобус без водителя покатился по склону и наехал на пешеходов в городе Шымкенте на юге Казахстана: четыре человека скончались, еще двое с травмами госпитализированы.""Восьмого апреля примерно в 18.30 (15.30 мск) на пересечении двух улиц в районе торгового центра ""Метро"" автобус без управления водителя, выехав на полосу встречного движения, совершил наезд на шестерых пешеходов, находившихся на тротуаре"", - говорится в пресс-релизе МВД республики.В ДТП две женщины и подросток погибли на месте, девочка скончалась в реанимационном отделении. Еще два человека находятся в больнице.Следователи установили, что водитель на конечной остановке маршрута вышел из автобуса и оставил его на ручном тормозе. В этот момент автобус покатился по склону и наехал на пешеходов.Возбуждено уголовное дело, назначена экспертиза исправности автобуса. Водитель водворен в изолятор временного содержания."
https://ria.ru/20230408/paskha-1863997425.html?rcmd_alg=slotter,19:25 08.04.2023,В Москве частично перекроют несколько улиц 9 апреля,"МОСКВА, 8 апр - РИА Новости. Ряд улиц в Москве частично перекроют 9 апреля с 6.00 до 16.00 из-за проведения пасхальных мероприятий, сообщается в телеграм-канале департамента транспорта столицы.Так, будет перекрыт участок дороги с Молодцовского проезда и путепровода через Симферопольское шоссе в сторону Щербинского кладбища от Типографской улицы до Щербинского кладбища. Также перекроют с дублера Каширского шоссе (в сторону области) от Шипиловской улицы до дома 130 по Каширскому шоссе."
https://ria.ru/20230408/gagauziya-1863984956.html?rcmd_alg=slotter,17:56 08.04.2023,В России могут открыть представительство Гагаузской автономии Молдавии,"КИШИНЕВ, 8 апр – РИА Новости. Представительство Гагаузской автономии может быть открыто в Москве при содействии оппозиционной в Молдавии партии ""Шор"", заявил в субботу лидер политсилы Илан Шор.В субботу в столице Гагаузской автономии – городе Комрат - состоялась встреча с избирателями кандидата в главы региона от партии ""Шор"" Евгении Гуцул.""Мы пришли к вам в Гагаузию с четко выверенной программой. Мы построим предприятия, создадим семь тысяч рабочих мест, откроем представительство в Москве. Вне зависимости от центральных властей, мы поднимем зарплаты на 30 процентов"", – заявил во время онлайн-подключения Шор.В свою очередь кандидат на должность главы региона Гуцул подчеркнула, что план партии ""Шор"" , касающийся развития Гагаузии, может быть реализован в кратчайшие сроки. Она привела в пример ситуацию в городе Оргеев и Оргеевского района Молдавии, где ранее на местных выборах победила политсила. В ходе реализации Стратегии развития региона были построены дороги, реализованы инвестиционные проекты, модернизирована инфраструктура.""За мной стоят очень профессиональные и подготовленные люди. У них огромный опыт в реализации масштабных проектов "" – отметила Гуцул.Партия ""Шор"" оказалась единственной из четырех представленных в парламенте Молдавии политсил, официально выдвинувшая своего кандидата на выборы в главы автономии.Оппозиционная сила с весны прошлого года проводит в Молдавии антиправительственные акции протеста, в ходе которых манифестанты выражают недовольство прозападной властью и руководством республики.В понедельник, 3 апреля, Центризбирком Гагаузской автономии Молдавии окончательно утвердил полный список кандидатов на выборах главы (башкана) региона и их очередность в избирательном бюллетене. Все кандидаты на должность главы Гагаузии открыли в банке счета с отметкой ""избирательный фонд"". Они также подписали этический кодекс, обязуясь честно проводить избирательную кампанию.Среди зарегистрированных кандидатов - депутаты Народного собрания (местного парламента) Николай Дудогло, Григорий Узун, Сергей Чимпоеш, бывший глава региона Михаил Формузал, экс-глава автономии, бывший посол Молдавии в Турции Дмитрий Кройтор, лидер движения ""Народный союз Гагаузии"" Виктор Петров, экс-депутат парламента Сергей Чернев, кандидат от оппозиционной в Молдавии партии ""Шор"" Евгения Гуцул. Все они, в соответствии с законом, прошли тестирование на знание гагаузского языка.Гагаузия - автономное территориальное образование на юге Молдавии. В феврале 2014 года в автономии прошел референдум по вопросу определения вектора внешней политики страны. Более 98% его участников высказались за интеграцию Молдавии в Таможенный союз - торгово-экономическое объединение, в которое на тот момент входили Россия, Белоруссия и Казахстан."
https://ria.ru/20230408/podlodka-1863981221.html?rcmd_alg=slotter,17:02 08.04.2023,"ВМС США перебросили атомную подлодку на Ближний Восток, сообщили СМИ","ВАШИНГТОН, 8 апр - РИА Новости. ВМС США перебросили атомную подлодку в регион Ближнего Востока, сообщает New York Post.Атомная подлодка, базировавшаяся в Джорджии, в пятницу пересекла Суэцкий канал, говорится в сообщении. В пятом флоте заявили, что подлодку перебросили для обеспечения стабильности и безопасности в этом регионе. Издание отмечает, что переброска произошла на фоне роста напряжений в отношениях США и Ирана."
https://ria.ru/20230408/sevastopol-1863999859.html?rcmd_alg=slotter,19:47 08.04.2023,Глава Севастополя объяснил громкие звуки в городе,"СИМФЕРОПОЛЬ, 8 апр - РИА Новости. Профилактические работы в рамках противоподводной диверсионной обороны проводятся в Севастополе, с этим связаны громкие звуки в центре города, сообщил губернатор Севастополя Михаил Развожаев.В субботу Развожаев предупреждал жителей города об учебных стрельбах, проходящих на входе в Севастопольскую бухту.""Громкие звуки в центре города - это профилактическая работа в рамках ППДО (противоподводная диверсионная оборона – ред.)"", - написал губернатор в своем Telegram-канале."
https://ria.ru/20230408/ekonomika-1863933922.html,10:20 08.04.2023,Глава МВФ сделала тревожное предупреждение о мировой экономике,"МОСКВА, 8 апр — РИА Новости. Мировая экономическая система находится в уязвимой ситуации из-за попыток мировых центробанков бороться с инфляцией, заявила директор-распорядитель МВФ Кристалина Георгиева во время беседы с журналистом, опубликованной на YouTube-канале банка.Среди последствий она назвала в первую очередь финансовую нестабильность и замедление экономического роста, но при этом подчеркнула, что повторение второго финансового кризиса 2008 года миру не грозит.В четверг директор-распорядитель Международного валютного фонда заявила, что рост мировой экономики в следующие пять лет останется на уровне трех процентов, это самый низкий среднесрочный прогноз с 1990 года."
https://ria.ru/20230408/khuligan-1863961366.html,14:02 08.04.2023,В Петербурге арестовали хулигана за прилюдное оскорбление христиан,"С.-ПЕТЕРБУРГ, 8 апр — РИА Новости. Суд в Петербурге заключил под стражу участника дорожного конфликта, прилюдно оскорбившего христиан и устроившего потасовку с полицейскими, сообщила пресс-служба ГСУ СК по городу.Видео инцидента ранее появилось в соцсетях: на нем видно, как водитель Hyundai Solaris подрезает автора ролика, стоящего на светофоре, и произносит экспрессивную тираду в адрес ""христиан, русских"". Он назвал их фашистами и обвинил в том, что они живут ""за счет кавказцев"".Из релиза ГУ МВД по Петербургу и Ленобласти следует, что правовую квалификацию получили слова мужчины про христиан. В итоге на него возбудили уголовное дело об оскорблении религиозных чувств верующих, поскольку тирада хулигана содержала ""враждебное отношение к группе лиц, объединенных принадлежностью к религии"".Как сообщал Следственный комитет, инцидент произошел 28 марта у дома 39 по Комендантскому проспекту. Позднее в тот же день инспекторы ДПС попытались задержать дебошира. Уточняется, что на предложение проехать в отдел мужчина ""применил к ним насилие и приемы борьбы"", после чего скрылся."
https://rsport.ria.ru/20230408/shakhmaty-1863941969.html,11:14 08.04.2023,Шахматист Дин Лижэнь: победа в матче за корону принесет огромную славу,"АСТАНА, 8 апр - РИА Новости, Андрей Симоненко. Китайский гроссмейстер Дин Лижэнь заявил на пресс-конференции, что если сможет победить россиянина Яна Непомнящего в титульном матче и стать первым чемпионом мира из Китая по классическим шахматам, то добьется огромной славы.Матч Непомнящий - Дин Лижэнь начнется в Астане 9 апреля. В пятницу прошла церемония открытия матча и жеребьевка, по итогам которой Непомнящий получил белые фигуры в первой партии. Россиянин уже играл матч за шахматную корону в 2021 году, в котором уступил Магнусу Карлсену, впоследствии норвежец отказался защищать свой титул. Призовой фонд поединка - 2 миллиона евро. При матче в 14 партий победитель получит 60% (1,2 млн евро) от призового фонда, а проигравший - 40% (800 тысяч евро). При тай-брейке чемпиону достанется 55% (1,1 млн евро), проигравшему - 45% (900 тысяч)."
https://rsport.ria.ru/20230408/bolshunov-1863924844.html,09:16 08.04.2023,Большунов досрочно выиграл спринтерский зачет Кубка России по лыжным гонкам,"МОСКВА, 8 апр - РИА Новости. Трехкратный олимпийский чемпион Александр Большунов досрочно стал победителем спринтерского зачета Кубка России по лыжным гонкам, так как его главный соперник Александр Терентьев не участвует в финальном этапе турнира.Заключительная спринтерская гонка пройдет в субботу в рамках Финала Кубка России в Кировске (Мурманская область). Начало - в 11:15 по Москве.Перед Финалом Кубка России Большунов (317 очков) опережал Терентьева в спринтерском зачете всего на один балл."
https://rsport.ria.ru/20230408/nba-1863928714.html,09:56 08.04.2023,Определились пары плей-офф Восточной конференции НБА,"МОСКВА, 8 апр - РИА Новости. Стали известны все пары плей-офф и плей-ин Национальной баскетбольной ассоциации (НБА) в Восточной конференции.Таблица Восточной конференции приняла свой окончательный вид с первого по 10-е место по итогам матчей в пятницу. Заключительные игры регулярного чемпионата уже не повлияют на положение команд.Победителем конференции стал ""Милуоки Бакс"", который, как и занявший второе место ""Бостон Селтикс"", узнает соперников по 1/8 финала плей-офф по итогам раунда плей-ин. ""Филадельфия Сиксерс"" (3-е место) встретится в первом раунде плей-офф с ""Бруклин Нетс"" (6), а ""Кливленд Кавальерс"" (4) поспорит за выход в 1/4 финала с ""Нью-Йорк Никс"" (5).Соперником ""Бостона"" станет победитель матча плей-ин ""Майами Хит"" (7) - ""Атланта Хокс"" (8). Проигравший в этой паре поспорит за выход в 1/8 финала плей-офф с победителем матча ""Торонто Рэпторс"" (9) - ""Чикаго Буллз"" (10), так определится соперник ""Милуоки"" по первому раунду плей-офф.По итогам регулярного чемпионата вне плей-офф остались ""Вашингтон Уизардс"", ""Орландо Мэджик"", ""Индиана Пэйсерс"", ""Шарлотт Хорнетс"" и ""Детройт Пистонс""."
https://rsport.ria.ru/20230408/figuristy-1863922917.html,08:50 08.04.2023,Фигуристы Худайбердиева и Базин покинули группу тренера Самохина,"МОСКВА, 8 апр - РИА Новости. Фигуристы Елизавета Худайбердиева/Егор Базин завершили сотрудничество с тренером Денисом Самохиным и покинули его группу, сообщил сам тренер в Instagram* (запрещена в России как экстремистская).Худайбердиева и Базин в завершившемся сезоне завоевали золотые медали чемпионата России в танцах на льду.* Деятельность Meta* (соцсети Facebook* и Instagram*) запрещена в России как экстремистская."
